parsed_moment,title,url,company,posted_date,required_education
Wed May 12 02:36:41 2021,Site Reliability Engineer II (SRE),https://www.biospace.com/job/2293036/site-reliability-engineer-ii-sre-/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:41 2021,"Sr. Oncology Specialist Los Angeles, CA (West)",https://www.biospace.com/job/2293032/sr-oncology-specialist-los-angeles-ca-west-/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:42 2021,Site Reliability Engineer II (SRE),https://www.biospace.com/job/2293037/site-reliability-engineer-ii-sre-/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:42 2021,Principal Software Development Engineer (SDE) - Cloud Architect,https://www.biospace.com/job/2293038/principal-software-development-engineer-sde-cloud-architect/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:42 2021,Medical Director - US Medical Affairs Lead - Genitourinary Pipeline,https://www.biospace.com/job/2293040/medical-director-us-medical-affairs-lead-genitourinary-pipeline/,Amgen,"May 05, 2021",Doctorate/PHD/MD
Wed May 12 02:36:42 2021,Site Reliability Engineer III (SRE) - Cloud Architect,https://www.biospace.com/job/2293039/site-reliability-engineer-iii-sre-cloud-architect/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:42 2021,Process Development Senior Associate - Cellular Sciences/Biosafety Development,https://www.biospace.com/job/2293041/process-development-senior-associate-cellular-sciences-biosafety-development/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:42 2021,R&D Operations Manager,https://www.biospace.com/job/2293066/r-and-d-operations-manager/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:42 2021,"Director, Decision Science, Oncology",https://www.biospace.com/job/2293042/director-decision-science-oncology/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:42 2021,Medical Director - Early Development/Translational - Hematology/Oncology,https://www.biospace.com/job/2293043/medical-director-early-development-translational-hematology-oncology/,Amgen,"May 05, 2021",Doctorate/PHD/MD
Wed May 12 02:36:42 2021,Global Safety Physician - Immuno-Oncology,https://www.biospace.com/job/2292980/global-safety-physician-immuno-oncology/,Amgen,"May 05, 2021",Doctorate/PHD/MD
Wed May 12 02:36:42 2021,Specialist Data Engineer -\xe2\x80\xafData Quality,https://www.biospace.com/job/2292981/specialist-data-engineer-xe2-x80-xafdata-quality/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:42 2021,Process Development Sr Associate,https://www.biospace.com/job/2292995/process-development-sr-associate/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:42 2021,Specialist IS Architect - CloudSecurity,https://www.biospace.com/job/2292990/specialist-is-architect-cloudsecurity/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:42 2021,Senior Medical Scientist - Global Medical Affairs - Genitourinary Oncology,https://www.biospace.com/job/2292998/senior-medical-scientist-global-medical-affairs-genitourinary-oncology/,Amgen,"May 05, 2021",Doctorate/PHD/MD
Wed May 12 02:36:42 2021,"Business Performance Senior Manager, Global Commercial Operations",https://www.biospace.com/job/2292997/business-performance-senior-manager-global-commercial-operations/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:42 2021,Process Development Senior Associate,https://www.biospace.com/job/2293000/process-development-senior-associate/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:42 2021,Sr Data Scientist,https://www.biospace.com/job/2293006/sr-data-scientist/,Amgen,"May 05, 2021",Masters Degree/MBA
Wed May 12 02:36:43 2021,Specialist Software Engineer - Data Platforms Product Owner,https://www.biospace.com/job/2293004/specialist-software-engineer-data-platforms-product-owner/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:43 2021,Sr Data Scientist,https://www.biospace.com/job/2293007/sr-data-scientist/,Amgen,"May 05, 2021",Masters Degree/MBA
Wed May 12 02:36:43 2021,Data Scientist,https://www.biospace.com/job/2293011/data-scientist/,Amgen,"May 05, 2021",Masters Degree/MBA
Wed May 12 02:36:43 2021,Sr Machine Learning Engineer,https://www.biospace.com/job/2293009/sr-machine-learning-engineer/,Amgen,"May 05, 2021",Doctorate/PHD/MD
Wed May 12 02:36:43 2021,Sr Data Scientist,https://www.biospace.com/job/2293008/sr-data-scientist/,Amgen,"May 05, 2021",Masters Degree/MBA
Wed May 12 02:36:43 2021,Sr Associate Data Scientist,https://www.biospace.com/job/2293012/sr-associate-data-scientist/,Amgen,"May 05, 2021",Masters Degree/MBA
Wed May 12 02:36:43 2021,Machine Learning Engineer,https://www.biospace.com/job/2293013/machine-learning-engineer/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:43 2021,"Senior Enterprise Architect, Test Automation",https://www.biospace.com/job/2293014/senior-enterprise-architect-test-automation/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:43 2021,"Enterprise Architect, Application Architecture",https://www.biospace.com/job/2293015/enterprise-architect-application-architecture/,Amgen,"May 05, 2021",Associate Degree
Wed May 12 02:36:43 2021,Site Reliability Engineer III (SRE),https://www.biospace.com/job/2293016/site-reliability-engineer-iii-sre-/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:43 2021,"Senior Enterprise Architect, Application Integration",https://www.biospace.com/job/2293018/senior-enterprise-architect-application-integration/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:43 2021,"Enterprise Architect, Business Capabilities",https://www.biospace.com/job/2293017/enterprise-architect-business-capabilities/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:43 2021,Sr Mgr Information Security - Digital Identity & Access Services,https://www.biospace.com/job/2293076/sr-mgr-information-security-digital-identity-and-access-services/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:43 2021,Process Development Scientist - Material Attributes and Technologies,https://www.biospace.com/job/2293077/process-development-scientist-material-attributes-and-technologies/,Amgen,"May 05, 2021",Associate Degree
Wed May 12 02:36:43 2021,Associate Scientist - Molecular Biology,https://www.biospace.com/job/2293078/associate-scientist-molecular-biology/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:43 2021,Process Development Principal Scientist: Pivotal Drug Product Technologies,https://www.biospace.com/job/2293080/process-development-principal-scientist-pivotal-drug-product-technologies/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:43 2021,Executive Director Process Development- Pivotal Drug Substance,https://www.biospace.com/job/2293075/executive-director-process-development-pivotal-drug-substance/,Amgen,"May 05, 2021",Doctorate/PHD/MD
Wed May 12 02:36:43 2021,Sr Specialty Representative -  Inflammation - North West Arkansas,https://www.biospace.com/job/2293082/sr-specialty-representative-inflammation-north-west-arkansas/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:44 2021,Process Development Principal Scientist: Pivotal Drug Product Technologies,https://www.biospace.com/job/2293084/process-development-principal-scientist-pivotal-drug-product-technologies/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:44 2021,Specialist IS Business Software Engineer,https://www.biospace.com/job/2293083/specialist-is-business-software-engineer/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:44 2021,Solution Architect,https://www.biospace.com/job/2293085/solution-architect/,Amgen,"May 05, 2021",Associate Degree
Wed May 12 02:36:44 2021,Senior Manager Engineering: Manufacturing Clinical Supply,https://www.biospace.com/job/2293089/senior-manager-engineering-manufacturing-clinical-supply/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:44 2021,Supplier Performance Management Lab Operations Manager,https://www.biospace.com/job/2293088/supplier-performance-management-lab-operations-manager/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:44 2021,"Sr Specialty Rep, - Costa Mesa, CA  (ISS Team)",https://www.biospace.com/job/2293091/sr-specialty-rep-costa-mesa-ca-iss-team-/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:44 2021,Clinical Research Medical Director,https://www.biospace.com/job/2293092/clinical-research-medical-director/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:44 2021,Associate Manufacturing - Nights,https://www.biospace.com/job/2293094/associate-manufacturing-nights/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:44 2021,Biostatistics Senior Manager (Open to Remote),https://www.biospace.com/job/2293099/biostatistics-senior-manager-open-to-remote-/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:44 2021,Sr. Specialty Representative - Neuro - Memphis,https://www.biospace.com/job/2293100/sr-specialty-representative-neuro-memphis/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:44 2021,Data Scientist,https://www.biospace.com/job/2293101/data-scientist/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:44 2021,"Director, Decision Science, General Medicine",https://www.biospace.com/job/2293097/director-decision-science-general-medicine/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:44 2021,Global Safety Medical Director - Immuno-Oncology,https://www.biospace.com/job/2293102/global-safety-medical-director-immuno-oncology/,Amgen,"May 05, 2021",Doctorate/PHD/MD
Wed May 12 02:36:45 2021,"Associate Scientist, Oncology (In Vivo Pharmacology)",https://www.biospace.com/job/2293103/associate-scientist-oncology-in-vivo-pharmacology-/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Specialty Representative, IBU - New Haven, CT",https://www.biospace.com/job/2293104/specialty-representative-ibu-new-haven-ct/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:45 2021,"Scientist, Immuno-Oncology",https://www.biospace.com/job/2293106/scientist-immuno-oncology/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Clinical Data Management, Senior Manager",https://www.biospace.com/job/2293107/clinical-data-management-senior-manager/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,Regulatory Affairs Director - Biosimilars,https://www.biospace.com/job/2293109/regulatory-affairs-director-biosimilars/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Executive Director, PrePivotal Drug Product Technologies",https://www.biospace.com/job/2293110/executive-director-prepivotal-drug-product-technologies/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,Sr Associate Finance,https://www.biospace.com/job/2293111/sr-associate-finance/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - Memphis, TN",https://www.biospace.com/job/2293113/key-account-manager-respiratory-biologics-memphis-tn/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - Indianapolis, IN",https://www.biospace.com/job/2293116/key-account-manager-respiratory-biologics-indianapolis-in/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - Dallas, TX",https://www.biospace.com/job/2293115/key-account-manager-respiratory-biologics-dallas-tx/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - Chicago, IL",https://www.biospace.com/job/2293114/key-account-manager-respiratory-biologics-chicago-il/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - Los Angeles, CA",https://www.biospace.com/job/2293117/key-account-manager-respiratory-biologics-los-angeles-ca/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - St. Louis, MO",https://www.biospace.com/job/2293119/key-account-manager-respiratory-biologics-st-louis-mo/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - Denver, CO",https://www.biospace.com/job/2293118/key-account-manager-respiratory-biologics-denver-co/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - San Antonio, TX",https://www.biospace.com/job/2293120/key-account-manager-respiratory-biologics-san-antonio-tx/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - San Jose, CA",https://www.biospace.com/job/2293121/key-account-manager-respiratory-biologics-san-jose-ca/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - Charlotte, NC",https://www.biospace.com/job/2293125/key-account-manager-respiratory-biologics-charlotte-nc/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - Atlanta, GA",https://www.biospace.com/job/2293123/key-account-manager-respiratory-biologics-atlanta-ga/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:45 2021,"Key Account Manager - Respiratory Biologics - Seattle, WA",https://www.biospace.com/job/2293122/key-account-manager-respiratory-biologics-seattle-wa/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,"Key Account Manager - Respiratory Biologics - Columbus, OH",https://www.biospace.com/job/2293126/key-account-manager-respiratory-biologics-columbus-oh/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,"Key Account Manager - Respiratory Biologics - Manhattan, NY",https://www.biospace.com/job/2293127/key-account-manager-respiratory-biologics-manhattan-ny/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,"Key Account Manager - Respiratory Biologics - Miami, FL",https://www.biospace.com/job/2293128/key-account-manager-respiratory-biologics-miami-fl/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,"Key Account Manager - Respiratory Biologics - Philadelphia, PA",https://www.biospace.com/job/2293129/key-account-manager-respiratory-biologics-philadelphia-pa/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,"Key Account Manager - Respiratory Biologics - Syracuse, NY",https://www.biospace.com/job/2293130/key-account-manager-respiratory-biologics-syracuse-ny/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,Senior Associate Scientist - Protein Degradation - Cell Biologist,https://www.biospace.com/job/2293133/senior-associate-scientist-protein-degradation-cell-biologist/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,"Manager, HR Operations",https://www.biospace.com/job/2293134/manager-hr-operations/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:46 2021,"Key Account Manager - Respiratory Biologics - Trenton, NJ",https://www.biospace.com/job/2293131/key-account-manager-respiratory-biologics-trenton-nj/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,"Key Account Manager - Respiratory Biologics - Washington, DC",https://www.biospace.com/job/2293132/key-account-manager-respiratory-biologics-washington-dc/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,"Medical Communications Manager, Oncology",https://www.biospace.com/job/2293136/medical-communications-manager-oncology/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:46 2021,"Sr Specialty Rep, Bone Health-Erie, PA",https://www.biospace.com/job/2293135/sr-specialty-rep-bone-health-erie-pa/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,Clinical Systems and Analytical Reporting (CSAR) Study Design and Programming Sr. Manager,https://www.biospace.com/job/2293137/clinical-systems-and-analytical-reporting-csar-study-design-and-programming-sr-manager/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:46 2021,Medical Communications Manager,https://www.biospace.com/job/2293138/medical-communications-manager/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,Counsel - Corporate Law,https://www.biospace.com/job/2293139/counsel-corporate-law/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,"Sr. Specialty Rep - ISS Team - Columbus, OH (West)",https://www.biospace.com/job/2293141/sr-specialty-rep-iss-team-columbus-oh-west-/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:46 2021,Process Development Associate Scientist - Pivotal Bioprocess Sciences & Technologies,https://www.biospace.com/job/2293142/process-development-associate-scientist-pivotal-bioprocess-sciences-and-technologies/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:46 2021,Process Development Principal Engineer (Drug Product),https://www.biospace.com/job/2293143/process-development-principal-engineer-drug-product-/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:47 2021,Process Development Senior Scientist (Drug Product),https://www.biospace.com/job/2293144/process-development-senior-scientist-drug-product-/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:47 2021,Process Development Scientist,https://www.biospace.com/job/2293146/process-development-scientist/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:47 2021,Senior Data Scientist - Attribute Sciences,https://www.biospace.com/job/2293147/senior-data-scientist-attribute-sciences/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:47 2021,Process Development Scientist - Pivotal,https://www.biospace.com/job/2293152/process-development-scientist-pivotal/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:47 2021,Protein Engineer/Protein Biochemist,https://www.biospace.com/job/2293150/protein-engineer-protein-biochemist/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:47 2021,"Senior Manager, Campaign Operations Lead - Oncology",https://www.biospace.com/job/2293148/senior-manager-campaign-operations-lead-oncology/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:47 2021,Process Development Sr. Associate,https://www.biospace.com/job/2293154/process-development-sr-associate/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:47 2021,Process Development Scientist - Drug Product,https://www.biospace.com/job/2293153/process-development-scientist-drug-product/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:47 2021,Process Development Scientist,https://www.biospace.com/job/2293156/process-development-scientist/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:47 2021,Scientist - Pivotal Attribute Sciences,https://www.biospace.com/job/2293155/scientist-pivotal-attribute-sciences/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:47 2021,Process Development Scientist - Pivotal Bioprocesses Sciences & Technologies,https://www.biospace.com/job/2293158/process-development-scientist-pivotal-bioprocesses-sciences-and-technologies/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:47 2021,Global Safety Medical Director - Hematology/Oncology,https://www.biospace.com/job/2293164/global-safety-medical-director-hematology-oncology/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:47 2021,"Sr. Specialty Rep-Inflammation-Denver South, CO",https://www.biospace.com/job/2293161/sr-specialty-rep-inflammation-denver-south-co/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:47 2021,"Executive Director, Global Medical Platform Lead- Inflammation",https://www.biospace.com/job/2293160/executive-director-global-medical-platform-lead-inflammation/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:47 2021,"Specialty Rep-Inflammation-White Plains, NY",https://www.biospace.com/job/2293163/specialty-rep-inflammation-white-plains-ny/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:47 2021,Salesforce Platform Architect,https://www.biospace.com/job/2293159/salesforce-platform-architect/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:48 2021,Clinical Research Medical Director - Inflammation - AMG 592,https://www.biospace.com/job/2293165/clinical-research-medical-director-inflammation-amg-592/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:48 2021,Senior Scientist - Oncology Research,https://www.biospace.com/job/2293167/senior-scientist-oncology-research/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:48 2021,"Senior Associate, Process Development - Pivotal Drug Product",https://www.biospace.com/job/2293166/senior-associate-process-development-pivotal-drug-product/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:48 2021,"Director, OIS Digital Performance Management",https://www.biospace.com/job/2293170/director-ois-digital-performance-management/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:48 2021,"Director -  Technology, Strategy, & Innovation - Business Development",https://www.biospace.com/job/2293171/director-technology-strategy-and-innovation-business-development/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:48 2021,Senior Associate Scientist - Protein Expression and Cell Biology (Protein Technologies),https://www.biospace.com/job/2293169/senior-associate-scientist-protein-expression-and-cell-biology-protein-technologies-/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:48 2021,Senior Counsel - Patent - Biotechnology,https://www.biospace.com/job/2293172/senior-counsel-patent-biotechnology/,Amgen,"May 05, 2021",Masters Degree/MBA
Wed May 12 02:36:48 2021,"Manager, Clinical Research Pharmacy Services",https://www.biospace.com/job/2293168/manager-clinical-research-pharmacy-services/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:48 2021,Finance Senior Manager,https://www.biospace.com/job/2293174/finance-senior-manager/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:48 2021,"Marketing Manager, HCP Promotions, Bone Health",https://www.biospace.com/job/2293173/marketing-manager-hcp-promotions-bone-health/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:48 2021,"Principal Scientist, Clinical Pharmacology",https://www.biospace.com/job/2293175/principal-scientist-clinical-pharmacology/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:48 2021,Specialty Representative- Inflammation- West Palm Beach,https://www.biospace.com/job/2293177/specialty-representative-inflammation-west-palm-beach/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:48 2021,"Oncology Portfolio Manager - Columbus, OH",https://www.biospace.com/job/2293176/oncology-portfolio-manager-columbus-oh/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:48 2021,"Mgr District Sales, Integrated Specialty Sales - Washington, DC (White Team)",https://www.biospace.com/job/2293180/mgr-district-sales-integrated-specialty-sales-washington-dc-white-team-/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:48 2021,"Specialty Representative- Inflammation- Fort Lauderdale, Florida",https://www.biospace.com/job/2293178/specialty-representative-inflammation-fort-lauderdale-florida/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:48 2021,Sr. Manager - Clinical Trial Management,https://www.biospace.com/job/2293181/sr-manager-clinical-trial-management/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:49 2021,Senior Associate Scientist - Induced Proximity Platform,https://www.biospace.com/job/2293183/senior-associate-scientist-induced-proximity-platform/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:49 2021,Biostatistics Mgr,https://www.biospace.com/job/2293184/biostatistics-mgr/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:49 2021,Scientist - Structural Biologist in the Induced Proximity Platform,https://www.biospace.com/job/2293185/scientist-structural-biologist-in-the-induced-proximity-platform/,Amgen,"May 05, 2021",Masters Degree/MBA
Wed May 12 02:36:49 2021,Manufacturing Specialist - MES Lead,https://www.biospace.com/job/2293187/manufacturing-specialist-mes-lead/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:49 2021,Principal Scientist - In Vitro Diagnostics,https://www.biospace.com/job/2293186/principal-scientist-in-vitro-diagnostics/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:49 2021,Associate Finance,https://www.biospace.com/job/2293188/associate-finance/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:49 2021,Sr. Specialty Rep-ISS- Gainesville- Tallahassee-Florida,https://www.biospace.com/job/2293191/sr-specialty-rep-iss-gainesville-tallahassee-florida/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:49 2021,"Oncology Portfolio Manager - Fort Wayne, Indiana",https://www.biospace.com/job/2293192/oncology-portfolio-manager-fort-wayne-indiana/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:49 2021,"Specialty Representative-Inflammation-Long Beach, NY",https://www.biospace.com/job/2293193/specialty-representative-inflammation-long-beach-ny/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:49 2021,Scientist - Oncology,https://www.biospace.com/job/2293201/scientist-oncology/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:49 2021,Senior Associate Scientist - Oncology,https://www.biospace.com/job/2293203/senior-associate-scientist-oncology/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:49 2021,Senior Associate Scientist,https://www.biospace.com/job/2293202/senior-associate-scientist/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:49 2021,Manager Automation Engineering (12 hours Night Shift),https://www.biospace.com/job/2293205/manager-automation-engineering-12-hours-night-shift-/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:49 2021,Manager Automation Engineering (12 hours Day Shift),https://www.biospace.com/job/2293206/manager-automation-engineering-12-hours-day-shift-/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:49 2021,Regional Cardiovascular Account Director - Mid-Atlantic,https://www.biospace.com/job/2293207/regional-cardiovascular-account-director-mid-atlantic/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:49 2021,Senior Manager Clinical Data Management,https://www.biospace.com/job/2293208/senior-manager-clinical-data-management/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:50 2021,Global Clinical Trial Manager,https://www.biospace.com/job/2293211/global-clinical-trial-manager/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:50 2021,Global Early Clinical Development Manager,https://www.biospace.com/job/2293210/global-early-clinical-development-manager/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:50 2021,Global Safety Medical Director,https://www.biospace.com/job/2293209/global-safety-medical-director/,Amgen,"May 05, 2021",Doctorate/PHD/MD
Wed May 12 02:36:50 2021,Associate Scientist - Protein Biochemistry,https://www.biospace.com/job/2293212/associate-scientist-protein-biochemistry/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:50 2021,Associate Scientist - Pathology,https://www.biospace.com/job/2293217/associate-scientist-pathology/,Amgen,"May 05, 2021",Associate Degree
Wed May 12 02:36:50 2021,Scientist - Structural Biology,https://www.biospace.com/job/2293214/scientist-structural-biology/,Amgen,"May 05, 2021",Masters Degree/MBA
Wed May 12 02:36:50 2021,Process Development Product Engineer,https://www.biospace.com/job/2293220/process-development-product-engineer/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:50 2021,Senior Associate Scientist - Pathology,https://www.biospace.com/job/2293218/senior-associate-scientist-pathology/,Amgen,"May 05, 2021",Associate Degree
Wed May 12 02:36:50 2021,Associate Manufacturing - Nights,https://www.biospace.com/job/2293221/associate-manufacturing-nights/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:50 2021,Scientist - Oncology Research,https://www.biospace.com/job/2293222/scientist-oncology-research/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:50 2021,Senior Scientist-Pivotal Drug Product,https://www.biospace.com/job/2293226/senior-scientist-pivotal-drug-product/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:50 2021,Process Development Senior Associate,https://www.biospace.com/job/2293229/process-development-senior-associate/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:50 2021,"CMC Process Development, Senior Project Manager",https://www.biospace.com/job/2293227/cmc-process-development-senior-project-manager/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:50 2021,Data Science Director,https://www.biospace.com/job/2293230/data-science-director/,Amgen,"May 05, 2021",High School or equivalent
Wed May 12 02:36:50 2021,Specialist IS Business Analyst,https://www.biospace.com/job/2293228/specialist-is-business-analyst/,Amgen,"May 05, 2021",Bachelors Degree
Wed May 12 02:36:50 2021,Process Development Scientist - Attribute Science,https://www.biospace.com/job/2293231/process-development-scientist-attribute-science/,Amgen,"May 05, 2021",Bachelors Degree
